time
1491768007787000
1491768008071120
1491768008356450
1491768012308120
1491768012508840
1491768012569220
1491768012740780
1491768014485520
1491768021056190
1491768025457220
1491768025731270
1491768026677540
1491768027704400
1491768027706170
1491768028580340
1491768031001770
1491768031321300
1491768035204780
1491768046977620
1491768047904880
1491768050866600
1491768051226330
1491768059488310
1491768059693530
1491768063683790
1491768069790680
1491768071098080
1491768071405480
1491768071684710
1491768071964060
1491768072298200
1491768073034040
1491768073311270
1491768073313450
1491768073805880
1491768074085600
1491768074213840
1491768078458690
1491768078496840
1491768078535450
1491768078574510
1491768078614790
1491768078654030
1491768078704660
1491768078746290
1491768079241690
1491768079280860
1491768079321490
1491768079361660
1491768079436110
1491768079477400
1491768079516360
1491768079555770
1491768079594850
1491768079633850
1491768079712910
1491768080510880
1491768080848770
1491768081036570
1491768081107680
1491768082547770
1491768085991110
1491768088265290
1491768089721970
1491768089988130
1491768090501480
1491768091520180
1491768092311950
1491768094028870
1491768095935770
1491768096122580
1491768096224680
1491768097234000
1491768099246100
1491768099715780
1491768099821910
1491768099879290
1491768107061360
1491768107877480
1491768109449310
1491768111383740
1491768113110440
1491768113150120
1491768119464430
1491768119772450
1491768126990490
1491768127265730
1491768134478870
1491768134878170
1491768135668660
1491768137517390
1491768139837280
1491768140819950
1491768140860380
1491768140908770
1491768140947030
1491768140986450
1491768141025250
1491768141070530
1491768141184240
1491768142357040
1491768144585460
1491768147907110
1491768147997410
1491768152378350
1491768154011950
1491768154239130
1491768154800780
1491768155069970
1491768155338040
1491768155609000
1491768155876560
1491768156117280
1491768159128010
1491768159232380
1491768160124870
1491768161121690
1491768161393030
1491768161667750
1491768162391560
1491768165409140
1491768166869050
1491768166906860
1491768166944150
1491768166988920
1491768167006780
1491768167026790
1491768167064700
1491768167102690
1491768167139660
1491768167182750
1491768167225880
1491768167263710
1491768167301390
1491768167343950
1491768167381480
1491768167419520
1491768167471680
1491768167510490
1491768167549690
1491768167602050
1491768167647260
1491768167686190
1491768167725380
1491768167762680
1491768167807010
1491768167844440
1491768167885680
1491768167923390
1491768167967380
1491768167998600
1491768168045030
1491768168085320
1491768168121860
1491768168196300
1491768168238360
1491768168280400
1491768168319280
1491768168430210
1491768170491450
1491768170529680
1491768170576340
1491768171080690
1491768171476290
1491768172595600
1491768173169600
1491768173699690
1491768174493570
1491768175718990
1491768176374290
1491768176724580
1491768176764390
1491768176770380
1491768176801660
1491768176840380
1491768176886940
1491768177070120
1491768177422170
1491768179613400
1491768179649470
1491768179811300
1491768180312770
1491768180582120
1491768180935480
1491768180973740
1491768180977750
1491768181286160
1491768197525120
1491768198353950
1491768198516980
1491768198804050
1491768200540600
1491768203715660
1491768204713460
1491768209547870
1491768209841680
1491768211258760
1491768212283740
1491768212328650
1491768212388030
1491768213221600
1491768215728790
1491768215883450
1491768215997130
1491768216057690
1491768216142110
1491768216188190
1491768219851130
1491768219889190
1491768219943020
1491768219982790
1491768220022040
1491768220059570
1491768220097470
1491768220147770
1491768220198600
1491768220251130
1491768220295530
1491768220344570
1491768220383600
1491768221117300
1491768221155210
1491768221194600
1491768221233450
1491768223602780
1491768229022790
1491768231889460
1491768232678690
1491768232685750
1491768234113060
1491768235355140
1491768236187290
1491768236904200
1491768238218100
1491768238653830
1491768239461690
1491768246389320
1491768250203840
1491768255172010
1491768255614660
1491768257231770
1491768257612550
1491768257896380
1491768258931950
1491768258971870
1491768259010740
1491768259057940
1491768259098020
1491768259137380
1491768259182990
1491768259222330
1491768259263600
1491768259315280
1491768259356860
1491768259766200
1491768260554060
1491768260990260
1491768262769000
1491768262938220
1491768265068290
1491768266350880
1491768266429960
1491768266436020
1491768266613110
1491768266751890
1491768266803490
1491768266951610
1491768267472380
1491768268586870
1491768269909230
1491768270122600
1491768270575770
1491768282950430
1491768282989770
1491768283031580
1491768283073360
1491768283534220
1491768283572600
1491768283818310
1491768283860860
1491768284314700
1491768284777050
1491768284967180
1491768285522130
1491768286010120
1491768286608580
1491768288022690
1491768289151200
1491768289154570
1491768290144380
1491768291315570
1491768291317030
1491768291354580
1491768293433680
1491768296703430
1491768300555590
1491768310832770
1491768310878480
1491768311134300
1491768311135110
1491768315041600
1491768315081380
1491768315122790
1491768315589600
1491768315630860
1491768318356560
1491768318411600
1491768319111360
1491768320424940
1491768324576920
1491768324950800
1491768324988870
1491768325032180
1491768325071140
1491768325109130
1491768325147100
1491768325185330
1491768325242300
1491768325280960
1491768325327020
1491768325366590
1491768325809300
1491768328648520
1491768328651480
1491768328691490
1491768330294030
1491768330468050
1491768339667400
1491768340475600
1491768341482220
1491768341907680
1491768345581450
1491768352303270
1491768352352470
1491768352392330
1491768352446200
1491768353413210
1491768354058600
1491768354634150
1491768354910780
1491768355649410
1491768355687670
1491768355707650
1491768355728600
1491768356022570
1491768356250930
1491768357805660
1491768358052020
1491768358706320
1491768358822400
1491768359267050
1491768360917870
1491768361481860
1491768361491570
1491768361997090
1491768363121200
1491768365092030
1491768366461940
1491768368345050
1491768368510860
1491768369241280
1491768369330780
1491768369750460
1491768370255940
1491768370319460
1491768370763280
1491768371269230
1491768371431680
1491768372038030
1491768372082000
1491768372521050
1491768373199950
1491768374105880
1491768374535310
1491768375124930
1491768375313690
1491768375788550
1491768375848680
1491768375852050
1491768375889210
1491768376422230
1491768377431750
1491768377937910
1491768378482400
1491768378494690
1491768379096130
1491768379698920
1491768380414880
1491768380618190
1491768380618540
1491768381380180
1491768381425660
1491768382000610
1491768382577090
1491768382577450
1491768382615560
1491768383469550
1491768383562780
1491768383794210
1491768384073190
1491768384074040
1491768384111400
1491768384159290
1491768384198310
1491768384237210
1491768384281030
1491768385008120
1491768385009190
1491768385304060
1491768385781280
1491768386447870
1491768387559790
1491768387970150
1491768388235950
1491768388501780
1491768389295520
1491768390090880
1491768390091670
1491768390532560
1491768396405020
1491768397859480
1491768398065930
1491768400533580
1491768400627480
1491768400875390
1491768400917600
1491768403169600
1491768403632660
1491768403911530
1491768404994940
1491768405195560
1491768407522510
1491768408595210
1491768409232690
1491768413333600
1491768413820230
1491768414287420
1491768414327300
1491768414372310
1491768416487430
1491768416632690
1491768416821380
1491768416869290
1491768416910430
1491768417155040
1491768417194770
1491768417234100
1491768417273550
1491768418736870
1491768419192600
1491768419670380
1491768419708460
1491768419750770
1491768419788550
1491768419826770
1491768419863460
1491768419901130
1491768419938870
1491768419976470
1491768420391320
1491768420504120
1491768420541220
1491768420590920
1491768420628780
1491768420670680
1491768420710450
1491768420974820
1491768421567110
1491768422168930
1491768423046360
1491768423633380
1491768424283300
1491768424539680
1491768432422910
1491768432888120
1491768435711530
1491768436232340
1491768437644130
1491768440390690
1491768455805250
1491768458858870
1491768459993970
1491768461911770
1491768464947920
1491768470353110
1491768470910130
1491768471211450
1491768471494230
1491768471531940
1491768471570690
1491768471583470
1491768471614740
1491768471707370
1491768471885530
1491768471907300
1491768471972100
1491768472011170
1491768472064170
1491768473108570
1491768474099660
1491768474171300
1491768474375270
1491768474593410
1491768474615700
1491768474660690
1491768474801920
1491768474895050
1491768475097600
1491768476624440
1491768477005450
1491768477007190
1491768477206770
1491768477292770
1491768477408780
1491768477698680
1491768477899050
1491768478100580
1491768478386490
1491768478399200
1491768479670510
1491768479822350
1491768480066770
1491768480270020
1491768480390150
1491768481760680
1491768482090670
1491768482730600
1491768483489380
1491768483527960
1491768483568860
1491768483607450
1491768483645600
1491768483690050
1491768484804490
1491768485909600
1491768486586920
1491768488385030
1491768489047880
1491768489105400
1491768489129300
1491768490854320
1491768492071850
1491768493286960
1491768494121820
1491768494898700
1491768495775260
1491768497937190
1491768498223950
1491768498479040
1491768500819650
1491768501183570
1491768501707310
1491768501794730
1491768501917960
1491768502077760
1491768502200310
1491768502311100
1491768502676420
1491768502809820
1491768502917490
1491768502963600
1491768503966560
1491768504274680
1491768504559840
1491768504603180
1491768505015540
1491768505373050
1491768505610010
1491768505675280
1491768505690400
1491768505927980
1491768505973780
1491768506029540
1491768506150200
1491768506357480
1491768506693250
1491768507022690
1491768507353860
1491768507405370
1491768507693580
1491768508043920
1491768508061200
1491768508354980
1491768508648360
1491768508734530
1491768508897790
1491768508923770
1491768509056580
1491768509200560
1491768509361460
1491768509649780
1491768509989780
1491768510209670
1491768510324600
1491768510691030
1491768510738930
1491768510886410
1491768511020200
1491768511363580
1491768511655080
1491768512026310
1491768512328740
1491768512693550
1491768512992200
1491768513989440
1491768514274740
1491768514567860
1491768516399370
1491768516400060
1491768516806130
1491768518239880
1491768518998220
1491768519108060
1491768519169600
1491768519411980
1491768520052820
1491768520096870
1491768520140950
1491768520183120
1491768520718390
1491768521706770
1491768522522200
1491768523624950
1491768524701860
1491768524873420
1491768525019790
1491768525019980
1491768525763370
1491768526538600
1491768528174040
1491768528679770
1491768529867210
1491768530866430
1491768531537980
1491768532933380
1491768533414740
1491768533424470
1491768533460100
1491768534001980
1491768535135020
1491768535621390
1491768535666280
1491768535710600
1491768535838160
1491768537718600
1491768537921180
1491768538124600
1491768538806600
1491768538863520
1491768538916850
1491768538980380
1491768540367600
1491768540952380
1491768541024760
1491768541324040
1491768541574740
1491768541972360
1491768542370040
1491768542422150
1491768544373950
1491768544841070
1491768544947690
1491768545607360
1491768545945560
1491768545991520
1491768546099430
1491768546378560
1491768546645670
1491768546889160
1491768547649290
1491768549393080
1491768550484740
1491768550751650
1491768561483120
1491768561507830
1491768564525340
1491768567622490
1491768570918180
1491768573730020
1491768574023440
1491768574457290
1491768575325340
1491768575553310
1491768575636300
1491768576204690
1491768577531840
1491768579978750
1491768580243580
1491768580508110
1491768581188130
1491768581464040
1491768581739180
1491768581856690
1491768582016770
1491768595372160
1491768595418880
1491768595464680
1491768595511510
1491768595585770
1491768595674450
1491768597564120
1491768600672580
1491768600989130
1491768601183920
1491768604256540
1491768604829470
1491768605049110
1491768608160950
1491768612115040
1491768614025910
1491768617129180
1491768617175460
1491768619273450
1491768620271040
1491768623386690
1491768626326190
1491768628177190
1491768628222840
1491768628283870
1491768628327680
1491768628803020
1491768628904790
1491768629497390
1491768629537570
1491768630275030
1491768631314020
1491768631373780
1491768631437270
1491768632771760
1491768633373560
1491768634516480
1491768634516840
1491768635884850
1491768635904780
1491768640063590
1491768640204930
1491768640578600
1491768640638170
1491768640704430
1491768641361030
1491768643170680
1491768643470110
1491768643767430
1491768643793480
1491768644251230
1491768644441780
1491768644894300
1491768648034940
1491768651122680
1491768654275260
1491768655419030
1491768655657950
1491768655838940
1491768655885520
1491768656000690
1491768656050320
1491768657324440
1491768658097850
1491768658523560
1491768658826680
1491768658985600
1491768659051880
1491768659109680
1491768659174380
1491768660434120
1491768660553150
1491768661050920
1491768661346790
1491768661573780
1491768664541530
1491768666637950
1491768669663870
1491768669740680
1491768673626600
1491768673684120
1491768675373860
1491768675411770
1491768675452580
1491768675663860
1491768681818110
1491768683614980
1491768687947390
1491768688010280
1491768688178390
1491768689019550
1491768691002540
1491768691056780
1491768691088210
1491768693499450
1491768694053420
1491768694125190
1491768694592960
1491768694644500
1491768695086590
1491768695087380
1491768695087860
1491768695146390
1491768695182440
1491768695640340
1491768696237770
1491768696649960
1491768697201580
1491768697202020
1491768699920790
1491768699922330
1491768701228920
1491768701386080
1491768701389450
1491768702066490
1491768702067770
1491768703023180
1491768703303890
1491768703950750
1491768704522140
1491768705206350
1491768705384130
1491768709088940
